id	label	nationality	date_of_birth	year_of_birth	image
Q710876	Jun Etō	japan	1932-12-25T00:00:00Z	1932	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Eto_Jun.jpg/200px-Eto_Jun.jpg
Q711922	Toshio Tamogami	japan	1948-07-22T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Toshio_Tamogami.jpg/200px-Toshio_Tamogami.jpg
Q715725	Kentaro Miura	japan	1966-07-11T00:00:00Z	1966	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Kentaro_Miura.jpg/200px-Kentaro_Miura.jpg
Q725379	Último Dragón	japan	1966-12-12T00:00:00Z	1966	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/The_Ultimo_Dragon_2018.jpg/200px-The_Ultimo_Dragon_2018.jpg
Q730065	Shuji Nakamura	japan	1954-05-22T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Professor_Shuji_Nakamura_(Cropped).jpg/200px-Professor_Shuji_Nakamura_(Cropped).jpg
Q730351	Yusuke Hatanaka	japan	1985-06-21T00:00:00Z	1985	https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Pont-à-Marcq_-_Ronde_pévéloise,_13_juillet_2014_(B046).JPG/200px-Pont-à-Marcq_-_Ronde_pévéloise,_13_juillet_2014_(B046).JPG
Q730991	Ichirō Kamoshita	japan	1949-01-16T00:00:00Z	1949	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Ichiro_Kamoshita_cropped_1_Ichiro_Kamoshita_200709.jpg/200px-Ichiro_Kamoshita_cropped_1_Ichiro_Kamoshita_200709.jpg
Q733494	Hiroshi Kiyotake	japan	1989-11-12T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Kiyotake_Hiroshi.jpg/200px-Kiyotake_Hiroshi.jpg
Q735957	Hiroyasu Shimizu	japan	1974-02-27T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Hiroyasu_Shimizu.JPG/200px-Hiroyasu_Shimizu.JPG
Q762748	Tatsuya Enomoto	japan	1979-03-16T00:00:00Z	1979	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Tatsuya_Enomoto_2010.JPG/200px-Tatsuya_Enomoto_2010.JPG
Q763481	Takuya Takei	japan	1986-01-25T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Takuya_Takei.jpg/200px-Takuya_Takei.jpg
Q774611	Seiji Ara	japan	1974-05-05T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Seiji_Ara_2010_Motorsport_Japan.jpg/200px-Seiji_Ara_2010_Motorsport_Japan.jpg
Q775466	Makoto Ōoka	japan	1931-02-16T00:00:00Z	1931	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Ooka_Makoto_Kotoba_Museum.jpg/200px-Ooka_Makoto_Kotoba_Museum.jpg
Q778539	Cornelius	japan	1969-01-27T00:00:00Z	1969	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Cornelius_5268079w.jpg/200px-Cornelius_5268079w.jpg
Q786752	Okiharu Yasuoka	japan	1939-05-11T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/OkiharuYasuoka.jpg/200px-OkiharuYasuoka.jpg
Q840609	Muneo Suzuki	japan	1948-01-31T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/鈴木宗男.jpg/200px-鈴木宗男.jpg
Q845589	Hirokazu Ibata	japan	1975-05-12T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/CD-Hirokazu-Ibata-2.jpg/200px-CD-Hirokazu-Ibata-2.jpg
Q847376	Takeshi Yamasaki	japan	1968-11-07T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Yamasaki_takeshi.jpg/200px-Yamasaki_takeshi.jpg
Q847729	Hiroyuki Nakajima	japan	1982-07-31T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Nakajima_hiroyuki.jpg/200px-Nakajima_hiroyuki.jpg
Q847783	Takahiro Mahara	japan	1981-12-08T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Takahiro_Mahara_2010.jpg/200px-Takahiro_Mahara_2010.jpg
Q848245	Yoshiyuki Kamei	japan	1982-07-28T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/YG-Yoshiyuki-Kamei.jpg/200px-YG-Yoshiyuki-Kamei.jpg
Q850906	Hitoshi Tamura	japan	1977-03-28T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/20130923_Hitoshi_Tamura,_outfielder_of_the_Yokohama_DeNA_BayStars,_at_Yokohama_Stadium.JPG/200px-20130923_Hitoshi_Tamura,_outfielder_of_the_Yokohama_DeNA_BayStars,_at_Yokohama_Stadium.JPG
Q859088	Norihito Kaneto	japan	1984-04-10T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Kaneto_norihito.jpg/200px-Kaneto_norihito.jpg
Q859706	Takahiro Okada	japan	1988-02-09T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/OB-Takahiro-Okada.jpg/200px-OB-Takahiro-Okada.jpg
Q865632	Tomotaka Sakaguchi	japan	1984-07-07T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Sakaguchi_tomotaka.jpg/200px-Sakaguchi_tomotaka.jpg
Q867963	Yui Matsushita	japan	1988-07-25T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/TOKYO_GAME_SHOW_2014_079_(15283858786)_(cropped).jpg/200px-TOKYO_GAME_SHOW_2014_079_(15283858786)_(cropped).jpg
Q898511	Haruka Kodama	japan	1996-09-19T00:00:00Z	1996	https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/HKT48握手簽名會_@_西九龍中心_(兒玉遥).jpg/200px-HKT48握手簽名會_@_西九龍中心_(兒玉遥).jpg
Q907774	Kyuji Fujikawa	japan	1980-07-21T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Kyuji_Fujikawa_on_October_9,_2011.jpg/200px-Kyuji_Fujikawa_on_October_9,_2011.jpg
Q911463	Masahiro Tanaka	japan	1988-11-01T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Masahiro_Tanaka_on_August_4,_2015.jpg/200px-Masahiro_Tanaka_on_August_4,_2015.jpg
Q911784	Junichi Sawayashiki	japan	1984-09-13T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Junichi_Sawayashiki.JPG/200px-Junichi_Sawayashiki.JPG
Q911961	Norichika Aoki	japan	1982-01-05T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/YS-Norichika-Aoki.jpg/200px-YS-Norichika-Aoki.jpg
Q919236	Hiroshi Sugimoto	japan	1948-02-23T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Hiroshi_Sugimoto_Berlin.jpg/200px-Hiroshi_Sugimoto_Berlin.jpg
Q923332	Taihei Kato	japan	1984-07-30T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/20180127_FIS_NC_WC_Seefeld_Taihei_Kato_850_0672.jpg/200px-20180127_FIS_NC_WC_Seefeld_Taihei_Kato_850_0672.jpg
Q926096	Tensai Okamura	japan	1961-12-13T00:00:00Z	1961	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Tensai_Okamura_20071102_Chibi_Japan_Expo.jpg/200px-Tensai_Okamura_20071102_Chibi_Japan_Expo.jpg
Q926833	Daigo Nishi	japan	1987-08-28T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Daigo_Nishi_(cropped).jpg/200px-Daigo_Nishi_(cropped).jpg
Q927964	Keiji Mutoh	japan	1962-12-23T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Keiji_Mutoh_crop.jpg/200px-Keiji_Mutoh_crop.jpg
Q934648	Takeru Satoh	japan	1989-03-21T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Rurouni_Kenshin_Kyoto_InfernoThe_Legend_Ends,_Red_Carpet_Premiere_Takeru_Sato.jpg/200px-Rurouni_Kenshin_Kyoto_InfernoThe_Legend_Ends,_Red_Carpet_Premiere_Takeru_Sato.jpg
Q937682	Hirofumi Nakasone	japan	1945-11-28T00:00:00Z	1945	https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Hirofumi_Nakasone_Senate_of_Poland_2016_01.JPG/200px-Hirofumi_Nakasone_Senate_of_Poland_2016_01.JPG
Q938317	Hideyo Amamoto	japan	1926-01-02T00:00:00Z	1926	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Hideyo_Amamoto_1954_Scan10006_160913.jpg/200px-Hideyo_Amamoto_1954_Scan10006_160913.jpg
Q940867	Yuji Horii	japan	1954-01-06T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Yuji_Horii_(2).jpg/200px-Yuji_Horii_(2).jpg
Q951890	Chiaki Omigawa	japan	1989-11-11T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Chiaki_OMIGAWA_20170421.jpg/200px-Chiaki_OMIGAWA_20170421.jpg
Q958874	Yūko Sanpei	japan	1986-02-28T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Sanpei_Yuko.jpg/200px-Sanpei_Yuko.jpg
Q968348	Kazuhiro Kokubo	japan	1988-08-16T00:00:00Z	1988	https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Kazuhiro_Kokubo_2011_CROP.jpg/200px-Kazuhiro_Kokubo_2011_CROP.jpg
Q969501	Tetsuo Shinohara	japan	1962-02-09T00:00:00Z	1962	"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Shinohara_Tetsuo_""Terminal""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22443580622).jpg/200px-Shinohara_Tetsuo_""Terminal""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22443580622).jpg"
Q970151	Naruki Doi	japan	1980-10-04T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Naruki_Doi_2009.jpg/200px-Naruki_Doi_2009.jpg
Q971681	Ryūtarō Matsumoto	japan	1986-01-16T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Olympic_Greco-Roman_Wrestling_60_kg_-_Bronze_Medal_Match_(1).jpg/200px-Olympic_Greco-Roman_Wrestling_60_kg_-_Bronze_Medal_Match_(1).jpg
Q973509	Kenya Hara	japan	1958-01-01T00:00:00Z	1958	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Kenya_Hara_in_Sep_2015.jpg/200px-Kenya_Hara_in_Sep_2015.jpg
Q982153	Kazuma Watanabe	japan	1986-08-10T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Kazuma_Watanabe_2013.jpg/200px-Kazuma_Watanabe_2013.jpg
Q984305	Hideo Hiraoka	japan	1954-01-14T00:00:00Z	1954	https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Hideo_Hiraoka.jpg/200px-Hideo_Hiraoka.jpg
Q985882	Masakazu Tamura	japan	1943-08-01T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Masakazu_Tamura.jpg/200px-Masakazu_Tamura.jpg
Q1027123	Daiya Seto	japan	1994-05-24T00:00:00Z	1994	https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Masato_Sakai_Rio2016.jpg/200px-Masato_Sakai_Rio2016.jpg
Q1052320	Takashi Yamazaki	japan	1964-06-12T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/27th_Tokyo_International_Film_Festival_Takashi_Yamazaki_from_Parasyte.jpg/200px-27th_Tokyo_International_Film_Festival_Takashi_Yamazaki_from_Parasyte.jpg
Q1054608	Momoko Tsugunaga	japan	1992-03-06T00:00:00Z	1992	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Momoko_Tsugunaga_at_MTV_VMAJ_2014.jpg/200px-Momoko_Tsugunaga_at_MTV_VMAJ_2014.jpg
Q1054672	Miki Maya	japan	1964-01-31T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Miki_Maya_IMG_3203r_R_20150628.JPG/200px-Miki_Maya_IMG_3203r_R_20150628.JPG
Q1054887	Sayuri Yoshinaga	japan	1945-03-13T00:00:00Z	1945	https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Maboroshi_Tantei_3.jpg/200px-Maboroshi_Tantei_3.jpg
Q1055198	Ichiro Ito	japan	1967-11-10T00:00:00Z	1967	https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Ichiro_Ito_(2008).jpg/200px-Ichiro_Ito_(2008).jpg
Q1056274	Mikie Hara	japan	1987-07-03T00:00:00Z	1987	https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Tck_2015tokyoderby.jpg/200px-Tck_2015tokyoderby.jpg
Q1059930	Kotoe Inoue	japan	1990-02-15T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Japan_Volleyball_team_inc_Kotoe_Inoue_(cropped).jpg/200px-Japan_Volleyball_team_inc_Kotoe_Inoue_(cropped).jpg
Q1060139	Sakura Andō	japan	1986-02-18T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Ando_Sakura.JPG/200px-Ando_Sakura.JPG
Q1060943	Shun Shioya	japan	1982-06-07T00:00:00Z	1982	https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Shunshioya_senzai.jpg/200px-Shunshioya_senzai.jpg
Q1072688	Ayano Ōmoto	japan	1988-09-20T00:00:00Z	1988	"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Nocchi_(Perfume)_""We_Are_Perfume""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22241488958).jpg/200px-Nocchi_(Perfume)_""We_Are_Perfume""_at_Opening_Ceremony_of_the_28th_Tokyo_International_Film_Festival_(22241488958).jpg"
Q1075118	Hachiro Kasuga	japan	1924-10-09T00:00:00Z	1924	https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Kasuga_Hachiro.JPG/200px-Kasuga_Hachiro.JPG
Q1093618	Takeshi Morishima	japan	1978-10-15T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Takeshi_Morishima_Moline_IL_081908.jpg/200px-Takeshi_Morishima_Moline_IL_081908.jpg
Q1133880	Toshihiro Nikai	japan	1939-02-17T00:00:00Z	1939	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Toshihiro_Nikai-20061120.jpg/200px-Toshihiro_Nikai-20061120.jpg
Q1136309	Ami Maeda	japan	1995-06-01T00:00:00Z	1995	https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/130413_AKB48_at_Tokyo_Auto_Salon_Singapore_Meet_&_Greet_2_and_Performance_(前田亜美).jpg/200px-130413_AKB48_at_Tokyo_Auto_Salon_Singapore_Meet_&_Greet_2_and_Performance_(前田亜美).jpg
Q1138344	Kayoko Kishimoto	japan	1960-12-29T00:00:00Z	1960	"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Kishimoto_Kayoko_from_""Lying_to_Mom""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(30678140347).jpg/200px-Kishimoto_Kayoko_from_""Lying_to_Mom""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(30678140347).jpg"
Q1138444	Chieko Baishō	japan	1941-06-29T00:00:00Z	1941	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Chieko_Baisho.1962.jpg/200px-Chieko_Baisho.1962.jpg
Q1141538	Kaz Hayashi	japan	1973-05-18T00:00:00Z	1973	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Kaz_Hayashi_2010.jpg/200px-Kaz_Hayashi_2010.jpg
Q1141798	Yōko Nagayama	japan	1968-01-13T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Nagayama.jpg/200px-Nagayama.jpg
Q1154158	Yumiko Shaku	japan	1978-06-12T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Yumiko_Shaku_at_Expo_2005.jpg/200px-Yumiko_Shaku_at_Expo_2005.jpg
Q1154241	Masaki Okada	japan	1989-08-15T00:00:00Z	1989	https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/26th_Tokyo_International_Film_Festival_Masaki_Okada.jpg/200px-26th_Tokyo_International_Film_Festival_Masaki_Okada.jpg
Q1155778	Kenji Nojima	japan	1976-03-16T00:00:00Z	1976	"https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Nojima_Kenji_from_""PSYCHO-PASS_Sinners_of_the_System_Case.1_&_Case.2""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(31746464218).jpg/200px-Nojima_Kenji_from_""PSYCHO-PASS_Sinners_of_the_System_Case.1_&_Case.2""_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(31746464218).jpg"
Q1185079	Kosuke Kimura	japan	1984-05-14T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Kosuke_Kimura.jpg/200px-Kosuke_Kimura.jpg
Q1185803	Masahiko Kondō	japan	1964-07-19T00:00:00Z	1964	https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Masahiko_Kondo_2008_Super_GT.jpg/200px-Masahiko_Kondo_2008_Super_GT.jpg
Q1191506	Akemi Kanda	japan	1978-11-10T00:00:00Z	1978	https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Akemi_Kanda_by_Gage_Skidmore.jpg/200px-Akemi_Kanda_by_Gage_Skidmore.jpg
Q1192498	Koichi Sugiyama	japan	1931-04-11T00:00:00Z	1931	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Kohichi_Sugiyama_2011-06-30.jpg/200px-Kohichi_Sugiyama_2011-06-30.jpg
Q1195876	Rie Kitahara	japan	1991-06-24T00:00:00Z	1991	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Rie_Kitahara_(cropped).jpg/200px-Rie_Kitahara_(cropped).jpg
Q1197183	Mell	japan	1976-08-01T00:00:00Z	1976	https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/MELL(Japanese_singer)_in_2009.jpg/200px-MELL(Japanese_singer)_in_2009.jpg
Q1202851	Kihachi Okamoto	japan	1924-02-17T00:00:00Z	1924	https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Okamoto_Kihachi_and_Mineko.jpg/200px-Okamoto_Kihachi_and_Mineko.jpg
Q1207579	Eio Sakata	japan	1920-02-15T00:00:00Z	1920	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Eio_Sakata.jpg/200px-Eio_Sakata.jpg
Q1256158	Takao Kawaguchi	japan	1950-04-13T00:00:00Z	1950	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Takao_Kawaguchi_1972.jpg/200px-Takao_Kawaguchi_1972.jpg
Q1275165	Ryosuke Miyaguni	japan	1992-04-17T00:00:00Z	1992	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Miyaguni_sign.jpg/200px-Miyaguni_sign.jpg
Q1283102	Eri Hayakawa	japan	1981-11-15T00:00:00Z	1981	https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Berlin-Marathon_2015_Runners_75.jpg/200px-Berlin-Marathon_2015_Runners_75.jpg
Q1316245	Masushi Ōuchi	japan	1943-09-28T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Masashi_Ouchi_1964b.jpg/200px-Masashi_Ouchi_1964b.jpg
Q1321767	Rentarō Mikuni	japan	1923-01-20T00:00:00Z	1923	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Rentarō_Mikuni.jpg/200px-Rentarō_Mikuni.jpg
Q1322301	Shinichi Hoshi	japan	1926-09-06T00:00:00Z	1926	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Hoshi_Shinichi.jpg/200px-Hoshi_Shinichi.jpg
Q1324494	Yuriko Yamaguchi	japan	1965-11-21T00:00:00Z	1965	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Yuriko_Yamaguchi_at_Xiamen_International_Animation_Festival_Oct_27,2013.jpg/200px-Yuriko_Yamaguchi_at_Xiamen_International_Animation_Festival_Oct_27,2013.jpg
Q1329206	Hiroki Kuroda	japan	1975-02-10T00:00:00Z	1975	https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Hiroki_Kuroda_on_May_22,_2013.jpg/200px-Hiroki_Kuroda_on_May_22,_2013.jpg
Q1329341	Kosuke Fukudome	japan	1977-04-26T00:00:00Z	1977	https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kosuke_Fukudome_-_2008_-_cropped.jpg/200px-Kosuke_Fukudome_-_2008_-_cropped.jpg
Q1329736	Chisato Okai	japan	1994-06-21T00:00:00Z	1994	https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Chisato_Okai_at_Japan_Expo_2014.jpg/200px-Chisato_Okai_at_Japan_Expo_2014.jpg
Q1335159	Inoran	japan	1970-09-29T00:00:00Z	1970	https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/INORAN2013.jpg/200px-INORAN2013.jpg
Q1336805	Jin Matsubara	japan	1956-07-31T00:00:00Z	1956	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Jin_Matsubara_201109.jpg/200px-Jin_Matsubara_201109.jpg
Q1346885	Junzo Shono	japan	1921-02-09T00:00:00Z	1921	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Junzō_Shōno.jpg/200px-Junzō_Shōno.jpg
Q1354681	Hitohiro Saito	japan	1957-02-12T00:00:00Z	1957	https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/SAITO_Hitohiro_Sensei.jpg/200px-SAITO_Hitohiro_Sensei.jpg
Q1363531	Takuma Aoki	japan	1974-02-24T00:00:00Z	1974	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Axcr08Takuma.jpg/200px-Axcr08Takuma.jpg
Q1376082	Michio Morishima	japan	1923-07-18T00:00:00Z	1923	https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Michio_Morishima.jpg/200px-Michio_Morishima.jpg
Q1376088	Naoya Ogawa	japan	1968-03-31T00:00:00Z	1968	https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Naoya-Ogawa20111218.jpg/200px-Naoya-Ogawa20111218.jpg
Q1383072	Kenji Kimihara	japan	1941-03-20T00:00:00Z	1941	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Kenji_Kimihara_1964b.jpg/200px-Kenji_Kimihara_1964b.jpg
Q1387241	Giant Baba	japan	1938-01-23T00:00:00Z	1938	https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Shohei_Baba_(Giant_Baba)_1955_Scan10041.jpg/200px-Shohei_Baba_(Giant_Baba)_1955_Scan10041.jpg
Q1389837	Shintaro Harada	japan	1980-11-08T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Shintaro_Harada_CPFC_USA.jpg/200px-Shintaro_Harada_CPFC_USA.jpg
Q1391263	Shinobu Sekine	japan	1943-09-20T00:00:00Z	1943	https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/1972_stamp_of_Ajman_Shinobu_Sekine.jpg/200px-1972_stamp_of_Ajman_Shinobu_Sekine.jpg
Q1394701	Demon Kakka	japan	1962-11-10T00:00:00Z	1962	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Seikima-II_20100704_Japan_Expo_13.jpg/200px-Seikima-II_20100704_Japan_Expo_13.jpg
Q1460965	Shigeru Kasahara	japan	1933-06-11T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Shigeru_Kasahara_1956.jpg/200px-Shigeru_Kasahara_1956.jpg
Q1467448	Nobuo Satō	japan	1942-01-03T00:00:00Z	1942	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Nobuo_Sato_2008-2009_GPF.jpg/200px-Nobuo_Sato_2008-2009_GPF.jpg
Q1505020	Heita Kawakatsu	japan	1948-08-16T00:00:00Z	1948	https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Heita_Kawakatsu_cropped_2_Heita_Kawakatsu_20140831.jpg/200px-Heita_Kawakatsu_cropped_2_Heita_Kawakatsu_20140831.jpg
Q1524908	Tomoka Takeuchi	japan	1983-12-21T00:00:00Z	1983	https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Tomoka_Takeuchi_FIS_World_Cup_Parallel_Slalom_Jauerling_2012.jpg/200px-Tomoka_Takeuchi_FIS_World_Cup_Parallel_Slalom_Jauerling_2012.jpg
Q1531513	Keiichi Tsujiura	japan	1980-01-04T00:00:00Z	1980	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/All_Japan_Cyclo-cross_Championship_2009,_male.jpg/200px-All_Japan_Cyclo-cross_Championship_2009,_male.jpg
Q1563836	Keido Fukushima	japan	1933-03-01T00:00:00Z	1933	https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/KeidoFukushima-2.jpg/200px-KeidoFukushima-2.jpg
Q1573716	Yusuke Tanaka	japan	1986-04-14T00:00:00Z	1986	https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/20150403-Yūsuke_Tanaka.jpg/200px-20150403-Yūsuke_Tanaka.jpg
Q1582781	Naoko Ogigami	japan	1972-02-15T00:00:00Z	1972	https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Naoko_Ogigami_Tama_Cinema_Forum_2005.jpg/200px-Naoko_Ogigami_Tama_Cinema_Forum_2005.jpg
Q1613016	Takuya Izawa	japan	1984-06-01T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Takuya_Izawa_2015_Motorsport_Japan.jpg/200px-Takuya_Izawa_2015_Motorsport_Japan.jpg
Q1629541	Koichi Nakano	japan	1955-11-14T00:00:00Z	1955	https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/UCI_Track_World_Championships_2018_116.jpg/200px-UCI_Track_World_Championships_2018_116.jpg
Q1658176	Ikuo Kabashima	japan	1947-01-28T00:00:00Z	1947	https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Ikuo_Kabashima_20090523.jpg/200px-Ikuo_Kabashima_20090523.jpg
Q1661024	Tamotsu Nakamura	japan	1934-01-01T00:00:00Z	1934	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Nakamura_RGS_2008.jpg/200px-Nakamura_RGS_2008.jpg
Q1738770	Kenki Sato	japan	1984-07-11T00:00:00Z	1984	https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/WPT2013-CIC3-D-Kenki_Sato-Chippieh-1.JPG/200px-WPT2013-CIC3-D-Kenki_Sato-Chippieh-1.JPG
Q1739068	Kento Sakuyama	japan	1990-07-03T00:00:00Z	1990	https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/20150927_FIS_Summer_Grand_Prix_Hinzenbach_4626.jpg/200px-20150927_FIS_Summer_Grand_Prix_Hinzenbach_4626.jpg
